#! FIELDS dim1 dim2 potential.bias
#! SET min_dim1 -3.0
#! SET max_dim1 +3.0
#! SET nbins_dim1  101
#! SET periodic_dim1 false
#! SET min_dim2 -3.0
#! SET max_dim2 +3.0
#! SET nbins_dim2  101
#! SET periodic_dim2 false
    2.460000000   -1.440000000    0.000100000
    2.520000000   -1.440000000    0.000100000
    2.580000000   -1.440000000    0.000100000
    2.640000000   -1.440000000    0.000100000
    2.700000000   -1.440000000    0.000100000
    2.760000000   -1.440000000    0.000100000
    2.820000000   -1.440000000    0.000100000
    2.880000000   -1.440000000    0.000100000
    2.940000000   -1.440000000    0.000100000
    3.000000000   -1.440000000    0.000050000

   -3.000000000   -1.380000000    0.000050000
   -2.940000000   -1.380000000    0.000100000
   -2.880000000   -1.380000000    0.000100000
   -2.820000000   -1.380000000    0.000100000
   -2.760000000   -1.380000000    0.000100000
   -2.700000000   -1.380000000    0.000100000
   -2.640000000   -1.380000000    0.000100000
   -2.580000000   -1.380000000    0.000100000
   -2.520000000   -1.380000000    0.000100000
   -2.460000000   -1.380000000    0.000100000
   -2.400000000   -1.380000000    0.000100000
   -2.340000000   -1.380000000    0.000100000
   -2.280000000   -1.380000000    0.000100000
   -2.220000000   -1.380000000    0.000100000
   -2.160000000   -1.380000000    0.000100000
   -2.100000000   -1.380000000    0.000100000
   -2.040000000   -1.380000000    0.000100000
   -1.980000000   -1.380000000    0.000100000
   -1.920000000   -1.380000000    0.000100000
   -1.860000000   -1.380000000    0.000100000
   -1.800000000   -1.380000000    0.000100000
   -1.740000000   -1.380000000    0.000100000
   -1.680000000   -1.380000000    0.000100000
   -1.620000000   -1.380000000    0.000100000
   -1.560000000   -1.380000000    0.000100000
   -1.500000000   -1.380000000    0.000100000
   -1.440000000   -1.380000000    0.000100000
   -1.380000000   -1.380000000    0.000100000
   -1.320000000   -1.380000000    0.000100000
   -1.260000000   -1.380000000    0.000100000
   -1.200000000   -1.380000000    0.000100000
   -1.140000000   -1.380000000    0.000100000
   -1.080000000   -1.380000000    0.000100000
   -1.020000000   -1.380000000    0.000100000
   -0.960000000   -1.380000000    0.000100000
   -0.900000000   -1.380000000    0.000100000
   -0.840000000   -1.380000000    0.000100000
   -0.780000000   -1.380000000    0.000100000
   -0.720000000   -1.380000000    0.000100000
   -0.660000000   -1.380000000    0.000100000
   -0.600000000   -1.380000000    0.000100000
   -0.540000000   -1.380000000    0.000100000
   -0.480000000   -1.380000000    0.000100000
   -0.420000000   -1.380000000    0.000100000
   -0.360000000   -1.380000000    0.000100000
   -0.300000000   -1.380000000    0.000100000
   -0.240000000   -1.380000000    0.000100000
   -0.180000000   -1.380000000    0.000100000
   -0.120000000   -1.380000000    0.000100000
   -0.060000000   -1.380000000    0.000100000
    0.000000000   -1.380000000    0.000100000
    0.060000000   -1.380000000    0.000100000
    0.120000000   -1.380000000    0.000100000
    0.180000000   -1.380000000    0.000100000
    0.240000000   -1.380000000    0.000100000
    0.300000000   -1.380000000    0.000100000
    0.360000000   -1.380000000    0.000100000
    0.420000000   -1.380000000    0.000100000
    0.480000000   -1.380000000    0.000100000
    0.540000000   -1.380000000    0.000100000
    0.600000000   -1.380000000    0.000100000
    0.660000000   -1.380000000    0.000100000
    0.720000000   -1.380000000    0.000100000
    0.780000000   -1.380000000    0.000100000
    0.840000000   -1.380000000    0.000100000
    0.900000000   -1.380000000    0.000100000
    0.960000000   -1.380000000    0.000100000
    1.020000000   -1.380000000    0.000100000
    1.080000000   -1.380000000    0.000100000
    1.140000000   -1.380000000    0.000100000
    1.200000000   -1.380000000    0.000100000
    1.260000000   -1.380000000    0.000100000
    1.320000000   -1.380000000    0.000100000
    1.380000000   -1.380000000    0.000100000
    1.440000000   -1.380000000    0.000100000
    1.500000000   -1.380000000    0.000100000
    1.560000000   -1.380000000    0.000100000
    1.620000000   -1.380000000    0.000100000
    1.680000000   -1.380000000    0.000100000
    1.740000000   -1.380000000    0.000100000
    1.800000000   -1.380000000    0.000100000
    1.860000000   -1.380000000    0.000100000
    1.920000000   -1.380000000    0.000100000
    1.980000000   -1.380000000    0.000100000
    2.040000000   -1.380000000    0.000100000
    2.100000000   -1.380000000    0.000100000
    2.160000000   -1.380000000    0.000100000
    2.220000000   -1.380000000    0.000100000
    2.280000000   -1.380000000    0.000100000
    2.340000000   -1.380000000    0.000100000
    2.400000000   -1.380000000    0.000100000
    2.460000000   -1.380000000    0.000100000
    2.520000000   -1.380000000    0.000100000
    2.580000000   -1.380000000    0.000100000
    2.640000000   -1.380000000    0.000100000
    2.700000000   -1.380000000    0.000100000
    2.760000000   -1.380000000    0.000100000
    2.820000000   -1.380000000    0.000100000
    2.880000000   -1.380000000    0.000100000
    2.940000000   -1.380000000    0.000100000
    3.000000000   -1.380000000    0.000050000

   -3.000000000   -1.320000000    0.000050000
   -2.940000000   -1.320000000    0.000100000
   -2.880000000   -1.320000000    0.000100000
   -2.820000000   -1.320000000    0.000100000
   -2.760000000   -1.320000000    0.000100000
   -2.700000000   -1.320000000    0.000100000
   -2.640000000   -1.320000000    0.000100000
   -2.580000000   -1.320000000    0.000100000
   -2.520000000   -1.320000000    0.000100000
   -2.460000000   -1.320000000    0.000100000
   -2.400000000   -1.320000000    0.000100000
   -2.340000000   -1.320000000    0.000100000
   -2.280000000   -1.320000000    0.000100000
   -2.220000000   -1.320000000    0.000100000
   -2.160000000   -1.320000000    0.000100000
   -2.100000000   -1.320000000    0.000100000
   -2.040000000   -1.320000000    0.000100000
   -1.980000000   -1.320000000    0.000100000
   -1.920000000   -1.320000000    0.000100000
   -1.860000000   -1.320000000    0.000100000
   -1.800000000   -1.320000000    0.000100000
   -1.740000000   -1.320000000    0.000100000
   -1.680000000   -1.320000000    0.000100000
   -1.620000000   -1.320000000    0.000100000
   -1.560000000   -1.320000000    0.000100000
   -1.500000000   -1.320000000    0.000100000
   -1.440000000   -1.320000000    0.000100000
   -1.380000000   -1.320000000    0.000100000
   -1.320000000   -1.320000000    0.000100000
   -1.260000000   -1.320000000    0.000100000
   -1.200000000   -1.320000000    0.000100000
   -1.140000000   -1.320000000    0.000100000
   -1.080000000   -1.320000000    0.000100000
   -1.020000000   -1.320000000    0.000100000
   -0.960000000   -1.320000000    0.000100000
   -0.900000000   -1.320000000    0.000100000
   -0.840000000   -1.320000000    0.000100000
   -0.780000000   -1.320000000    0.000100000
   -0.720000000   -1.320000000    0.000100000
   -0.660000000   -1.320000000    0.000100000
   -0.600000000   -1.320000000    0.000100000
   -0.540000000   -1.320000000    0.000100000
   -0.480000000   -1.320000000    0.000100000
   -0.420000000   -1.320000000    0.000100000
   -0.360000000   -1.320000000    0.000100000
   -0.300000000   -1.320000000    0.000100000
   -0.240000000   -1.320000000    0.000100000
   -0.180000000   -1.320000000    0.000100000
   -0.120000000   -1.320000000    0.000100000
   -0.060000000   -1.320000000    0.000100000
    0.000000000   -1.320000000    0.000100000
    0.060000000   -1.320000000    0.000100000
    0.120000000   -1.320000000    0.000100000
    0.180000000   -1.320000000    0.000100000
    0.240000000   -1.320000000    0.000100000
    0.300000000   -1.320000000    0.000100000
    0.360000000   -1.320000000    0.000100000
    0.420000000   -1.320000000    0.000100000
    0.480000000   -1.320000000    0.000100000
    0.540000000   -1.320000000    0.000100000
    0.600000000   -1.320000000    0.000100000
    0.660000000   -1.320000000    0.000100000
    0.720000000   -1.320000000    0.000100000
    0.780000000   -1.320000000    0.000100000
    0.840000000   -1.320000000    0.000100000
    0.900000000   -1.320000000    0.000100000
    0.960000000   -1.320000000    0.000100000
    1.020000000   -1.320000000    0.000100000
    1.080000000   -1.320000000    0.000100000
    1.140000000   -1.320000000    0.000100000
    1.200000000   -1.320000000    0.000100000
    1.260000000   -1.320000000    0.000100000
    1.320000000   -1.320000000    0.000100000
    1.380000000   -1.320000000    0.000100000
    1.440000000   -1.320000000    0.000100000
    1.500000000   -1.320000000    0.000100000
    1.560000000   -1.320000000    0.000100000
    1.620000000   -1.320000000    0.000100000
    1.680000000   -1.320000000    0.000100000
    1.740000000   -1.320000000    0.000100000
    1.800000000   -1.320000000    0.000100000
    1.860000000   -1.320000000    0.000100000
    1.920000000   -1.320000000    0.000100000
    1.980000000   -1.320000000    0.000100000
    2.040000000   -1.320000000    0.000100000
    2.100000000   -1.320000000    0.000100000
    2.160000000   -1.320000000    0.000100000
    2.220000000   -1.320000000    0.000100000
    2.280000000   -1.320000000    0.000100000
    2.340000000   -1.320000000    0.000100000
    2.400000000   -1.320000000    0.000100000
    2.460000000   -1.320000000    0.000100000
    2.520000000   -1.320000000    0.000100000
    2.580000000   -1.320000000    0.000100000
    2.640000000   -1.320000000    0.000100000
    2.700000000   -1.320000000    0.000100000
    2.760000000   -1.320000000    0.000100000
    2.820000000   -1.320000000    0.000100000
    2.880000000   -1.320000000    0.000100000
    2.940000000   -1.320000000    0.000100000
    3.000000000   -1.320000000    0.000050000

   -3.000000000   -1.260000000    0.000050000
   -2.940000000   -1.260000000    0.000100000
   -2.880000000   -1.260000000    0.000100000
   -2.820000000   -1.260000000    0.000100000
   -2.760000000   -1.260000000    0.000100000
   -2.700000000   -1.260000000    0.000100000
   -2.640000000   -1.260000000    0.000100000
   -2.580000000   -1.260000000    0.000100000
   -2.520000000   -1.260000000    0.000100000
   -2.460000000   -1.260000000    0.000100000
   -2.400000000   -1.260000000    0.000100000
   -2.340000000   -1.260000000    0.000100000
   -2.280000000   -1.260000000    0.000100000
   -2.220000000   -1.260000000    0.000100000
   -2.160000000   -1.260000000    0.000100000
   -2.100000000   -1.260000000    0.000100000
   -2.040000000   -1.260000000    0.000100000
   -1.980000000   -1.260000000    0.000100000
   -1.920000000   -1.260000000    0.000100000
   -1.860000000   -1.260000000    0.000100000
   -1.800000000   -1.260000000    0.000100000
   -1.740000000   -1.260000000    0.000100000
   -1.680000000   -1.260000000    0.000100000
   -1.620000000   -1.260000000    0.000100000
   -1.560000000   -1.260000000    0.000100000
   -1.500000000   -1.260000000    0.000100000
   -1.440000000   -1.260000000    0.000100000
   -1.380000000   -1.260000000    0.000100000
   -1.320000000   -1.260000000    0.000100000
   -1.260000000   -1.260000000    0.000100000
   -1.200000000   -1.260000000    0.000100000
   -1.140000000   -1.260000000    0.000100000
   -1.080000000   -1.260000000    0.000100000
   -1.020000000   -1.260000000    0.000100000
   -0.960000000   -1.260000000    0.000100000
   -0.900000000   -1.260000000    0.000100000
   -0.840000000   -1.260000000    0.000100000
   -0.780000000   -1.260000000    0.000100000
   -0.720000000   -1.260000000    0.000100000
   -0.660000000   -1.260000000    0.000100000
   -0.600000000   -1.260000000    0.000100000
   -0.540000000   -1.260000000    0.000100000
   -0.480000000   -1.260000000    0.000100000
   -0.420000000   -1.260000000    0.000100000
   -0.360000000   -1.260000000    0.000100000
   -0.300000000   -1.260000000    0.000100000
   -0.240000000   -1.260000000    0.000100000
   -0.180000000   -1.260000000    0.000100000
   -0.120000000   -1.260000000    0.000100000
   -0.060000000   -1.260000000    0.000100000
    0.000000000   -1.260000000    0.000100000
    0.060000000   -1.260000000    0.000100000
    0.120000000   -1.260000000    0.000100000
    0.180000000   -1.260000000    0.000100000
    0.240000000   -1.260000000    0.000100000
    0.300000000   -1.260000000    0.000100000
    0.360000000   -1.260000000    0.000100000
    0.420000000   -1.260000000    0.000100000
    0.480000000   -1.260000000    0.000100000
    0.540000000   -1.260000000    0.000100000
    0.600000000   -1.260000000    0.000100000
    0.660000000   -1.260000000    0.000100000
    0.720000000   -1.260000000    0.000100000
    0.780000000   -1.260000000    0.000100000
    0.840000000   -1.260000000    0.000100000
    0.900000000   -1.260000000    0.000100000
    0.960000000   -1.260000000    0.000100000
    1.020000000   -1.260000000    0.000100000
    1.080000000   -1.260000000    0.000100000
    1.140000000   -1.260000000    0.000100000
    1.200000000   -1.260000000    0.000100000
    1.260000000   -1.260000000    0.000100000
    1.320000000   -1.260000000    0.000100000
    1.380000000   -1.260000000    0.000100000
    1.440000000   -1.260000000    0.000100000
    1.500000000   -1.260000000    0.000100000
    1.560000000   -1.260000000    0.000100000
    1.620000000   -1.260000000    0.000100000
    1.680000000   -1.260000000    0.000100000
    1.740000000   -1.260000000    0.000100000
    1.800000000   -1.260000000    0.000100000
    1.860000000   -1.260000000    0.000100000
    1.920000000   -1.260000000    0.000100000
    1.980000000   -1.260000000    0.000100000
    2.040000000   -1.260000000    0.000100000
    2.100000000   -1.260000000    0.000100000
    2.160000000   -1.260000000    0.000100000
    2.220000000   -1.260000000    0.000100000
    2.280000000   -1.260000000    0.000100000
    2.340000000   -1.260000000    0.000100000
    2.400000000   -1.260000000    0.000100000
    2.460000000   -1.260000000    0.000100000
    2.520000000   -1.260000000    0.000100000
    2.580000000   -1.260000000    0.000100000
    2.640000000   -1.260000000    0.000100000
    2.700000000   -1.260000000    0.000100000
    2.760000000   -1.260000000    0.000100000
    2.820000000   -1.260000000    0.000100000
    2.880000000   -1.260000000    0.000100000
    2.940000000   -1.260000000    0.000100000
    3.000000000   -1.260000000    0.000050000

   -3.000000000   -1.200000000    0.000050000
   -2.940000000   -1.200000000    0.000100000
   -2.880000000   -1.200000000    0.000100000
   -2.820000000   -1.200000000    0.000100000
   -2.760000000   -1.200000000    0.000100000
   -2.700000000   -1.200000000    0.000100000
   -2.640000000   -1.200000000    0.000100000
   -2.580000000   -1.200000000    0.000100000
   -2.520000000   -1.200000000    0.000100000
   -2.460000000   -1.200000000    0.000100000
   -2.400000000   -1.200000000    0.000100000
   -2.340000000   -1.200000000    0.000100000
   -2.280000000   -1.200000000    0.000100000
   -2.220000000   -1.200000000    0.000100000
   -2.160000000   -1.200000000    0.000100000
   -2.100000000   -1.200000000    0.000100000
   -2.040000000   -1.200000000    0.000100000
   -1.980000000   -1.200000000    0.000100000
   -1.920000000   -1.200000000    0.000100000
   -1.860000000   -1.200000000    0.000100000
   -1.800000000   -1.200000000    0.000100000
   -1.740000000   -1.200000000    0.000100000
   -1.680000000   -1.200000000    0.000100000
   -1.620000000   -1.200000000    0.000100000
   -1.560000000   -1.200000000    0.000100000
   -1.500000000   -1.200000000    0.000100000
   -1.440000000   -1.200000000    0.000100000
   -1.380000000   -1.200000000    0.000100000
   -1.320000000   -1.200000000    0.000100000
   -1.260000000   -1.200000000    0.000100000
   -1.200000000   -1.200000000    0.000100000
   -1.140000000   -1.200000000    0.000100000
   -1.080000000   -1.200000000    0.000100000
   -1.020000000   -1.200000000    0.000100000
   -0.960000000   -1.200000000    0.000100000
   -0.900000000   -1.200000000    0.000100000
   -0.840000000   -1.200000000    0.000100000
   -0.780000000   -1.200000000    0.000100000
   -0.720000000   -1.200000000    0.000100000
   -0.660000000   -1.200000000    0.000100000
   -0.600000000   -1.200000000    0.000100000
   -0.540000000   -1.200000000    0.000100000
   -0.480000000   -1.200000000    0.000100000
   -0.420000000   -1.200000000    0.000100000
   -0.360000000   -1.200000000    0.000100000
   -0.300000000   -1.200000000    0.000100000
   -0.240000000   -1.200000000    0.000100000
   -0.180000000   -1.200000000    0.000100000
   -0.120000000   -1.200000000    0.000100000
   -0.060000000   -1.200000000    0.000100000
    0.000000000   -1.200000000    0.000100000
    0.060000000   -1.200000000    0.000100000
    0.120000000   -1.200000000    0.000100000
    0.180000000   -1.200000000    0.000100000
    0.240000000   -1.200000000    0.000100000
    0.300000000   -1.200000000    0.000100000
    0.360000000   -1.200000000    0.000100000
    0.420000000   -1.200000000    0.000100000
    0.480000000   -1.200000000    0.000100000
    0.540000000   -1.200000000    0.000100000
    0.600000000   -1.200000000    0.000100000
    0.660000000   -1.200000000    0.000100000
    0.720000000   -1.200000000    0.000100000
    0.780000000   -1.200000000    0.000100000
    0.840000000   -1.200000000    0.000100000
    0.900000000   -1.200000000    0.000100000
    0.960000000   -1.200000000    0.000100000
    1.020000000   -1.200000000    0.000100000
    1.080000000   -1.200000000    0.000100000
    1.140000000   -1.200000000    0.000100000
    1.200000000   -1.200000000    0.000100000
    1.260000000   -1.200000000    0.000100000
    1.320000000   -1.200000000    0.000100000
    1.380000000   -1.200000000    0.000100000
    1.440000000   -1.200000000    0.000100000
    1.500000000   -1.200000000    0.000100000
    1.560000000   -1.200000000    0.000100000
    1.620000000   -1.200000000    0.000100000
    1.680000000   -1.200000000    0.000100000
    1.740000000   -1.200000000    0.000100000
    1.800000000   -1.200000000    0.000100000
    1.860000000   -1.200000000    0.000100000
    1.920000000   -1.200000000    0.000100000
    1.980000000   -1.200000000    0.000100000
    2.040000000   -1.200000000    0.000100000
    2.100000000   -1.200000000    0.000100000
    2.160000000   -1.200000000    0.000100000
    2.220000000   -1.200000000    0.000100000
    2.280000000   -1.200000000    0.000100000
    2.340000000   -1.200000000    0.000100000
    2.400000000   -1.200000000    0.000100000
    2.460000000   -1.200000000    0.000100000
    2.520000000   -1.200000000    0.000100000
    2.580000000   -1.200000000    0.000100000
    2.640000000   -1.200000000    0.000100000
    2.700000000   -1.200000000    0.000100000
    2.760000000   -1.200000000    0.000100000
    2.820000000   -1.200000000    0.000100000
    2.880000000   -1.200000000    0.000100000
    2.940000000   -1.200000000    0.000100000
    3.000000000   -1.200000000    0.000050000

   -3.000000000   -1.140000000    0.000050000
   -2.940000000   -1.140000000    0.000100000
   -2.880000000   -1.140000000    0.000100000
   -2.820000000   -1.140000000    0.000100000
   -2.760000000   -1.140000000    0.000100000
   -2.700000000   -1.140000000    0.000100000
   -2.640000000   -1.140000000    0.000100000
   -2.580000000   -1.140000000    0.000100000
   -2.520000000   -1.140000000    0.000100000
   -2.460000000   -1.140000000    0.000100000
   -2.400000000   -1.140000000    0.000100000
   -2.340000000   -1.140000000    0.000100000
   -2.280000000   -1.140000000    0.000100000
   -2.220000000   -1.140000000    0.000100000
   -2.160000000   -1.140000000    0.000100000
   -2.100000000   -1.140000000    0.000100000
   -2.040000000   -1.140000000    0.000100000
   -1.980000000   -1.140000000    0.000100000
   -1.920000000   -1.140000000    0.000100000
   -1.860000000   -1.140000000    0.000100000
   -1.800000000   -1.140000000    0.000100000
   -1.740000000   -1.140000000    0.000100000
   -1.680000000   -1.140000000    0.000100000
   -1.620000000   -1.140000000    0.000100000
   -1.560000000   -1.140000000    0.000100000
   -1.500000000   -1.140000000    0.000100000
   -1.440000000   -1.140000000    0.000100000
   -1.380000000   -1.140000000    0.000100000
   -1.320000000   -1.140000000    0.000100000
   -1.260000000   -1.140000000    0.000100000
   -1.200000000   -1.140000000    0.000100000
   -1.140000000   -1.140000000    0.000100000
   -1.080000000   -1.140000000    0.000100000
   -1.020000000   -1.140000000    0.000100000
   -0.960000000   -1.140000000    0.000100000
   -0.900000000   -1.140000000    0.000100000
   -0.840000000   -1.140000000    0.000100000
   -0.780000000   -1.140000000    0.000100000
   -0.720000000   -1.140000000    0.000100000
   -0.660000000   -1.140000000    0.000100000
   -0.600000000   -1.140000000    0.000100000
   -0.540000000   -1.140000000    0.000100000
   -0.480000000   -1.140000000    0.000100000
   -0.420000000   -1.140000000    0.000100000
   -0.360000000   -1.140000000    0.000100000
   -0.300000000   -1.140000000    0.000100000
   -0.240000000   -1.140000000    0.000100000
   -0.180000000   -1.140000000    0.000100000
   -0.120000000   -1.140000000    0.000100000
   -0.060000000   -1.140000000    0.000100000
    0.000000000   -1.140000000    0.000100000
    0.060000000   -1.140000000    0.000100000
    0.120000000   -1.140000000    0.000100000
    0.180000000   -1.140000000    0.000100000
    0.240000000   -1.140000000    0.000100000
    0.300000000   -1.140000000    0.000100000
    0.360000000   -1.140000000    0.000100000
    0.420000000   -1.140000000    0.000100000
    0.480000000   -1.140000000    0.000100000
    0.540000000   -1.140000000    0.000100000
    0.600000000   -1.140000000    0.000100000
    0.660000000   -1.140000000    0.000100000
    0.720000000   -1.140000000    0.000100000
    0.780000000   -1.140000000    0.000100000
    0.840000000   -1.140000000    0.000100000
    0.900000000   -1.140000000    0.000100000
    0.960000000   -1.140000000    0.000100000
    1.020000000   -1.140000000    0.000100000
    1.080000000   -1.140000000    0.000100000
    1.140000000   -1.140000000    0.000100000
    1.200000000   -1.140000000    0.000100000
    1.260000000   -1.140000000    0.000100000
    1.320000000   -1.140000000    0.000100000
    1.380000000   -1.140000000    0.000100000
    1.440000000   -1.140000000    0.000100000
    1.500000000   -1.140000000    0.000100000
    1.560000000   -1.140000000    0.000100000
    1.620000000   -1.140000000    0.000100000
    1.680000000   -1.140000000    0.000100000
    1.740000000   -1.140000000    0.000100000
    1.800000000   -1.140000000    0.000100000
    1.860000000   -1.140000000    0.000100000
    1.920000000   -1.140000000    0.000100000
    1.980000000   -1.140000000    0.000100000
    2.040000000   -1.140000000    0.000100000
    2.100000000   -1.140000000    0.000100000
    2.160000000   -1.140000000    0.000100000
    2.220000000   -1.140000000    0.000100000
    2.280000000   -1.140000000    0.000100000
    2.340000000   -1.140000000    0.000100000
    2.400000000   -1.140000000    0.000100000
    2.460000000   -1.140000000    0.000100000
    2.520000000   -1.140000000    0.000100000
    2.580000000   -1.140000000    0.000100000
    2.640000000   -1.140000000    0.000100000
    2.700000000   -1.140000000    0.000100000
    2.760000000   -1.140000000    0.000100000
    2.820000000   -1.140000000    0.000100000
    2.880000000   -1.140000000    0.000100000
    2.940000000   -1.140000000    0.000100000
    3.000000000   -1.140000000    0.000050000

   -3.000000000   -1.080000000    0.000050000
   -2.940000000   -1.080000000    0.000100000
   -2.880000000   -1.080000000    0.000100000
   -2.820000000   -1.080000000    0.000100000
   -2.760000000   -1.080000000    0.000100000
   -2.700000000   -1.080000000    0.000100000
   -2.640000000   -1.080000000    0.000100000
   -2.580000000   -1.080000000    0.000100000
   -2.520000000   -1.080000000    0.000100000
   -2.460000000   -1.080000000    0.000100000
   -2.400000000   -1.080000000    0.000100000
   -2.340000000   -1.080000000    0.000100000
   -2.280000000   -1.080000000    0.000100000
   -2.220000000   -1.080000000    0.000100000
   -2.160000000   -1.080000000    0.000100000
   -2.100000000   -1.080000000    0.000100000
   -2.040000000   -1.080000000    0.000100000
   -1.980000000   -1.080000000    0.000100000
   -1.920000000   -1.080000000    0.000100000
   -1.860000000   -1.080000000    0.000100000
   -1.800000000   -1.080000000    0.000100000
   -1.740000000   -1.080000000    0.000100000
   -1.680000000   -1.080000000    0.000100000
   -1.620000000   -1.080000000    0.000100000
   -1.560000000   -1.080000000    0.000100000
   -1.500000000   -1.080000000    0.000100000
   -1.440000000   -1.080000000    0.000100000
   -1.380000000   -1.080000000    0.000100000
   -1.320000000   -1.080000000    0.000100000
   -1.260000000   -1.080000000    0.000100000
   -1.200000000   -1.080000000    0.000100000
   -1.140000000   -1.080000000    0.000100000
   -1.080000000   -1.080000000    0.000100000
   -1.020000000   -1.080000000    0.000100000
   -0.960000000   -1.080000000    0.000100000
   -0.900000000   -1.080000000    0.000100000
   -0.840000000   -1.080000000    0.000100000
   -0.780000000   -1.080000000    0.000100000
   -0.720000000   -1.080000000    0.000100000
   -0.660000000   -1.080000000    0.000100000
   -0.600000000   -1.080000000    0.000100000
   -0.540000000   -1.080000000    0.000100000
   -0.480000000   -1.080000000    0.000100000
   -0.420000000   -1.080000000    0.000100000
   -0.360000000   -1.080000000    0.000100000
   -0.300000000   -1.080000000    0.000100000
   -0.240000000   -1.080000000    0.000100000
   -0.180000000   -1.080000000    0.000100000
   -0.120000000   -1.080000000    0.000100000
   -0.060000000   -1.080000000    0.000100000
    0.000000000   -1.080000000    0.000100000
    0.060000000   -1.080000000    0.000100000
    0.120000000   -1.080000000    0.000100000
    0.180000000   -1.080000000    0.000100000
    0.240000000   -1.080000000    0.000100000
    0.300000000   -1.080000000    0.000100000
    0.360000000   -1.080000000    0.000100000
    0.420000000   -1.080000000    0.000100000
    0.480000000   -1.080000000    0.000100000
    0.540000000   -1.080000000    0.000100000
    0.600000000   -1.080000000    0.000100000
    0.660000000   -1.080000000    0.000100000
    0.720000000   -1.080000000    0.000100000
    0.780000000   -1.080000000    0.000100000
    0.840000000   -1.080000000    0.000100000
    0.900000000   -1.080000000    0.000100000
    0.960000000   -1.080000000    0.000100000
    1.020000000   -1.080000000    0.000100000
    1.080000000   -1.080000000    0.000100000
    1.140000000   -1.080000000    0.000100000
    1.200000000   -1.080000000    0.000100000
    1.260000000   -1.080000000    0.000100000
    1.320000000   -1.080000000    0.000100000
    1.380000000   -1.080000000    0.000100000
    1.440000000   -1.080000000    0.000100000
    1.500000000   -1.080000000    0.000100000
    1.560000000   -1.080000000    0.000100000
    1.620000000   -1.080000000    0.000100000
    1.680000000   -1.080000000    0.000100000
    1.740000000   -1.080000000    0.000100000
    1.800000000   -1.080000000    0.000100000
    1.860000000   -1.080000000    0.000100000
    1.920000000   -1.080000000    0.000100000
    1.980000000   -1.080000000    0.000100000
    2.040000000   -1.080000000    0.000100000
    2.100000000   -1.080000000    0.000100000
    2.160000000   -1.080000000    0.000100000
    2.220000000   -1.080000000    0.000100000
    2.280000000   -1.080000000    0.000100000
    2.340000000   -1.080000000    0.000100000
    2.400000000   -1.080000000    0.000100000
    2.460000000   -1.080000000    0.000100000
    2.520000000   -1.080000000    0.000100000
    2.580000000   -1.080000000    0.000100000
    2.640000000   -1.080000000    0.000100000
    2.700000000   -1.080000000    0.000100000
    2.760000000   -1.080000000    0.000100000
    2.820000000   -1.080000000    0.000100000
    2.880000000   -1.080000000    0.000100000
    2.940000000   -1.080000000    0.000100000
    3.000000000   -1.080000000    0.000050000

   -3.000000000   -1.020000000    0.000050000
   -2.940000000   -1.020000000    0.000100000
   -2.880000000   -1.020000000    0.000100000
   -2.820000000   -1.020000000    0.000100000
   -2.760000000   -1.020000000    0.000100000
   -2.700000000   -1.020000000    0.000100000
   -2.640000000   -1.020000000    0.000100000
   -2.580000000   -1.020000000    0.000100000
   -2.520000000   -1.020000000    0.000100000
   -2.460000000   -1.020000000    0.000100000
   -2.400000000   -1.020000000    0.000100000
   -2.340000000   -1.020000000    0.000100000
   -2.280000000   -1.020000000    0.000100000
   -2.220000000   -1.020000000    0.000100000
   -2.160000000   -1.020000000    0.000100000
   -2.100000000   -1.020000000    0.000100000
   -2.040000000   -1.020000000    0.000100000
   -1.980000000   -1.020000000    0.000100000
   -1.920000000   -1.020000000    0.000100000
   -1.860000000   -1.020000000    0.000100000
   -1.800000000   -1.020000000    0.000100000
   -1.740000000   -1.020000000    0.000100000
   -1.680000000   -1.020000000    0.000100000
   -1.620000000   -1.020000000    0.000100000
   -1.560000000   -1.020000000    0.000100000
   -1.500000000   -1.020000000    0.000100000
   -1.440000000   -1.020000000    0.000100000
   -1.380000000   -1.020000000    0.000100000
   -1.320000000   -1.020000000    0.000100000
   -1.260000000   -1.020000000    0.000100000
   -1.200000000   -1.020000000    0.000100000
   -1.140000000   -1.020000000    0.000100000
   -1.080000000   -1.020000000    0.000100000
   -1.020000000   -1.020000000    0.000100000
   -0.960000000   -1.020000000    0.000100000
   -0.900000000   -1.020000000    0.000100000
   -0.840000000   -1.020000000    0.000100000
   -0.780000000   -1.020000000    0.000100000
   -0.720000000   -1.020000000    0.000100000
   -0.660000000   -1.020000000    0.000100000
   -0.600000000   -1.020000000    0.000100000
   -0.540000000   -1.020000000    0.000100000
   -0.480000000   -1.020000000    0.000100000
   -0.420000000   -1.020000000    0.000100000
   -0.360000000   -1.020000000    0.000100000
   -0.300000000   -1.020000000    0.000100000
   -0.240000000   -1.020000000    0.000100000
   -0.180000000   -1.020000000    0.000100000
   -0.120000000   -1.020000000    0.000100000
   -0.060000000   -1.020000000    0.000100000
    0.000000000   -1.020000000    0.000100000
    0.060000000   -1.020000000    0.000100000
    0.120000000   -1.020000000    0.000100000
    0.180000000   -1.020000000    0.000100000
    0.240000000   -1.020000000    0.000100000
    0.300000000   -1.020000000    0.000100000
    0.360000000   -1.020000000    0.000100000
    0.420000000   -1.020000000    0.000100000
    0.480000000   -1.020000000    0.000100000
